Year,Rank,Company,Revenue,Profit
2008.0,,Steelcase,3097.4,106.9
2008.0,,Electronic Arts,3091.0,76.0
2008.0,,Standard Pacific,3087.6,-767.3
2008.0,,American National Insurance,3071.1,240.8
2008.0,,American Eagle Outfitters,3055.4,400.0
2008.0,,Berry Plastics Group,3055.0,-116.2
2008.0,,Protective Life,3051.7,289.6
2008.0,,Blackstone Group,3050.1,1623.2
2008.0,,Retail Ventures,3044.6,141.3
2008.0,,Collective Brands,3035.4,42.7
2008.0,,Universal American,3034.6,84.1
2008.0,,Ryland Group,3032.6,-333.5
2008.0,,New Jersey Resources,3021.8,65.3
2008.0,,Charming Shoppes,3010.0,-83.4
2008.0,,US Oncology Holdings,3000.8,-35.0
2008.0,,Cooper Tire & Rubber,2994.9,119.6
2008.0,,Superior Essex,2993.1,63.7
2008.0,,Tiffany,2991.6,303.8
2008.0,,Hewitt Associates,2990.3,-175.1
2008.0,,Icahn Enterprises,2985.3,308.3
2008.0,,Worthington Industries,2971.8,113.9
2008.0,,CVR Energy,2966.9,-56.8
2008.0,,Las Vegas Sands,2950.6,116.7
2008.0,,Exide Technologies,2939.8,-105.9
2008.0,,Universal,2937.1,44.4
2008.0,,MDC Holdings,2933.2,-636.9
2008.0,,Centene,2926.0,73.4
2008.0,,Silgan Holdings,2923.0,122.8
2008.0,,PHH,2920.0,-12.0
2008.0,,Interstate Bakeries,2917.3,-112.8
2008.0,,McCormick,2916.2,230.1
2008.0,,Benchmark Electronics,2915.9,93.3
2008.0,,Snap-On,2914.1,181.2
2008.0,,Rent A Center,2906.1,76.3
2008.0,,Carlisle,2889.0,215.6
2008.0,,Jack in the Box,2876.0,126.3
2008.0,,Vishay Intertechnology,2875.0,130.8
2008.0,,Scotts Miracle-Gro,2871.8,113.4
2008.0,,Teleflex,2866.5,146.5
2008.0,,Thor Industries,2856.3,134.7
2008.0,,UAP Holding,2854.1,33.5
2008.0,,Securian Financial Group,2852.2,206.5
2008.0,,Ingles Markets,2851.6,58.6
2008.0,,Amphenol,2851.0,353.2
2008.0,,Convergys,2844.3,169.5
2008.0,,ABM Industries,2842.8,52.4
2008.0,,JetBlue Airways,2842.0,18.0
2008.0,,Juniper Networks,2836.1,360.8
2008.0,,DRS Technologies,2821.1,127.1
2008.0,,Mirant,2815.0,1995.0
2008.0,,NetApp,2804.3,297.7
2008.0,,Patterson,2798.4,208.3
2008.0,,Linens Holding,2794.8,-242.1
2008.0,,Hanover Insurance Group,2786.8,253.1
2008.0,,Systemax,2779.9,69.5
2008.0,,Beckman Coulter,2761.3,211.3
2008.0,,Pride International,2760.3,784.3
2008.0,,CF Industries Holdings,2756.7,372.7
2008.0,,United Natural Foods,2754.3,50.2
2008.0,,Analog Devices,2739.8,496.9
2008.0,,Amkor Technology,2739.4,219.9
2008.0,,Granite Construction,2737.9,112.1
2008.0,,Kla-Tencor,2731.2,528.1
2008.0,,Iron Mountain,2730.0,153.1
2008.0,,Questar,2726.6,507.4
2008.0,,Intuit,2724.9,440.0
2008.0,,Apollo Group,2723.8,408.8
2008.0,,Jefferies Group,2718.9,144.7
2008.0,,StanCorp Financial,2709.2,227.5
2008.0,,Tractor Supply,2703.2,96.2
2008.0,,Mueller Industries,2697.8,115.5
2008.0,,LifePoint Hospitals,2689.0,102.0
2008.0,,Wynn Resorts,2687.5,258.1
2008.0,,R.H. Donnelley,2680.3,46.9
2008.0,,Coach,2678.9,663.7
2008.0,,Vanguard Health Systems,2672.4,-132.7
2008.0,,Quanta Services,2670.7,136.0
2008.0,,Mylan,2666.0,-1225.3
2008.0,,Expedia,2665.3,295.9
2008.0,,Regal Entertainment Group,2661.2,363.0
2008.0,,CenturyTel,2656.2,418.4
2008.0,,Spectrum Brands,2653.4,-596.7
2008.0,,Jones Lang LaSalle,2652.1,257.8
2008.0,,WGL Holdings,2646.0,107.9
2008.0,,PolyOne,2642.7,11.4
2008.0,,Adams Resources & Energy,2636.2,17.1
2008.0,,FMC,2632.9,132.4
2008.0,,TD Ameritrade,2632.4,645.9
2008.0,,Regis,2626.6,83.2
2008.0,,International Game Technology,2621.4,508.2
2008.0,,Crane,2619.2,-62.3
2008.0,,Southern Union,2616.7,228.7
2008.0,,Cabot,2616.0,129.0
2008.0,,Perot Systems,2612.0,115.0
2008.0,,LSI,2603.6,-2486.8
2008.0,,Quiksilver,2588.2,-121.1
2008.0,,Sentry Insurance Group,2587.8,305.5
2008.0,,Phoenix,2572.8,123.9
2008.0,,Schnitzer Steel Industries,2572.3,131.3
2008.0,,HNI,2570.5,120.4
2008.0,,Lam Research,2566.6,685.8
2008.0,,Barr Pharmaceuticals,2557.6,128.4
2008.0,,Joy Global,2547.3,279.8
2008.0,,Exterran Holdings,2540.5,34.6
2008.0,,Susser Holdings,2539.2,16.3
2008.0,,Hawaiian Electric Industries,2536.4,84.8
2008.0,,Hubbell,2533.9,208.3
2008.0,,Acuity Brands,2530.7,148.1
2008.0,,O'Reilly Automotive,2522.3,194.0
2008.0,,E.W. Scripps,2518.5,-1.6
2008.0,,Sally Beauty Holdings,2513.8,44.5
2008.0,,Universal Forest Products,2513.2,21.0
2008.0,,Cooper-Standard Holdings,2511.2,-151.0
2008.0,,CBRL Group,2506.1,162.1
2008.0,,Graphic Packaging,2504.6,-74.6
2008.0,,Spansion,2500.8,-263.5
2008.0,,Watson Pharmaceuticals,2496.7,141.0
2008.0,,AGL Resources,2494.0,211.0
2008.0,,Graham Packaging,2493.5,-206.1
2008.0,,Molina Healthcare,2492.5,58.3
2008.0,,Landstar System,2487.3,109.7
2008.0,,Markel,2483.3,405.7
2008.0,,Wendy's International,2469.9,87.9
2008.0,,UTStarcom,2467.0,-195.6
2008.0,,AMC Entertainment,2466.9,134.1
2008.0,,Zale,2437.1,59.3
2008.0,,Penn National Gaming,2436.8,160.1
2008.0,,Nasdaq OMX Group,2436.6,518.4
2008.0,,Phillips-Van Heusen,2425.2,183.3
2008.0,,PNM Resources,2422.6,74.9
2008.0,,Annaly Capital Management,2416.7,414.4
2008.0,,Arch Coal,2413.6,174.9
2008.0,,Massey Energy,2413.5,94.1
2008.0,,Kennametal,2400.5,174.2
2008.0,,AnnTaylor Stores,2396.5,97.2
2008.0,,HCC Insurance Holdings,2388.4,395.4
2008.0,,Andersons,2379.1,68.8
2008.0,,HealthSouth,2377.6,653.4
2008.0,,Spartan Stores,2370.4,25.2
2008.0,,Terra Industries,2360.1,201.9
2008.0,,Brown Shoe,2359.9,60.4
2008.0,,Solo Cup,2353.3,68.2
2008.0,,Volt Information Sciences,2353.1,39.3
2008.0,,Cabela's,2349.6,87.9
2008.0,,Meritage Homes,2343.6,-288.9
2008.0,,Nortek,2340.1,29.6
2008.0,,AmeriCredit,2339.9,360.2
2008.0,,Albemarle,2336.2,229.7
2008.0,,Medical Mutual of Ohio,2334.5,89.7
2008.0,,Service Corp. International,2327.9,247.7
2008.0,,Weis Markets,2318.6,51.0
2008.0,,Packaging Corp. of America,2316.0,170.1
2008.0,,Rock-Tenn,2315.8,81.7
2008.0,,Building Materials Holding,2314.7,-312.7
2008.0,,McClatchy,2313.3,-2736.0
2008.0,,A.O. Smith,2312.1,88.2
2008.0,,Airtran Holdings,2310.0,52.7
2008.0,,DST Systems,2302.5,874.7
2008.0,,Alliance Data Systems,2291.2,164.1
2008.0,,Citizens Communications,2288.0,214.7
2008.0,,Vectren,2281.9,143.1
2008.0,,Lincoln Electric Holdings,2280.8,202.7
2008.0,,International Flavors & Fragrances,2276.6,247.1
2008.0,,Cleveland-Cliffs,2275.2,270.0
2008.0,,Brown-Forman,2268.0,389.0
2008.0,,Moody's,2259.0,701.5
2008.0,,National Life Group,2253.0,108.5
2008.0,,Pall,2249.9,127.5
2008.0,,Valassis Communications,2242.2,58.0
2008.0,,MetroPCS Communications,2235.7,100.4
2008.0,,Burger King Holdings,2234.0,148.0
2008.0,,Ralcorp Holdings,2233.4,31.9
2008.0,,T. Rowe Price,2233.1,670.6
2008.0,,Metal Management,2229.0,116.4
2008.0,,E*Trade Financial,2222.6,-1441.8
2008.0,,Church & Dwight,2220.9,169.0
2008.0,,Martin Marietta Materials,2213.4,262.7
2008.0,,Ferro,2204.8,-94.5
2008.0,,C.R. Bard,2202.0,406.4
2008.0,,Univision Communications,2196.0,-314.9
2008.0,,Andrew,2195.1,-162.8
2008.0,,IMS Health,2192.6,234.0
2008.0,,Scholastic,2179.1,60.9
2008.0,,Autodesk,2171.9,356.2
2008.0,,MPS Group,2171.8,87.1
2008.0,,Thomas & Betts,2168.9,183.2
2008.0,,NewPage Holding,2168.0,-22.0
2008.0,,"Pep Boys-Manny, Moe & Jack",2162.6,-41.0
2008.0,,Children's Place Retail Stores,2162.6,-59.6
2008.0,,Briggs & Stratton,2157.2,0.1
2008.0,,Magellan Health Services,2156.0,94.2
2008.0,,Nelnet,2155.2,32.9
2008.0,,Southwest Gas,2152.1,83.2
2008.0,,J.M. Smucker,2148.0,157.2
2008.0,,Equity Residential,2147.2,989.6
2008.0,,Furniture Brands International,2145.7,-45.6
2008.0,,ENSCO International,2143.8,992.0
2008.0,,Ametek,2136.9,228.0
2008.0,,King Pharmaceuticals,2136.5,183.0
2008.0,,Hercules,2136.2,178.9
2008.0,,Cognizant Technology Solutions,2135.6,350.1
2008.0,,Hudson City Bancorp,2134.8,295.9
2008.0,,Applera,2132.5,159.3
2008.0,,Affinia Group Intermediate Holdings,2132.0,-30.0
2008.0,,Grant Prideco,2118.7,519.2
2008.0,,Patterson-UTI Energy,2114.2,438.6
2008.0,,Men's Wearhouse,2112.6,147.0
2008.0,,Biomet,2107.4,335.9
2008.0,,Stewart Information Services,2106.7,-40.2
2008.0,,Roper Industries,2102.0,250.0
2008.0,,West,2099.5,5.4
2008.0,,Rowan,2095.0,483.8
2008.0,,National Fuel Gas,2090.1,337.5
2008.0,,Oil States International,2088.2,203.4
2008.0,,Amerco,2085.6,90.6
2008.0,,DynCorp International,2082.3,27.0
2008.0,,Pioneer Natural Resources,2071.3,372.7
2008.0,,Werner Enterprises,2071.2,75.4
2008.0,,Imation,2062.0,-50.4
2008.0,,Fastenal,2061.8,232.6
2008.0,,Hayes Lemmerz,2052.2,-227.9
2008.0,,Quanex,2049.0,134.6
2008.0,,Cenveo,2046.7,40.8
2008.0,,Sigma-Aldrich,2038.7,311.1
2008.0,,Flowers Foods,2036.7,94.6
2008.0,,Belden,2032.8,137.1
2008.0,,Source Interlink,2031.7,-37.3
2008.0,,Rush Enterprises,2030.8,51.5
2008.0,,IDT,2030.6,58.6
2008.0,,Warnaco Group,2030.5,79.1
2008.0,,Hill-Rom Holdings,2023.7,190.6
2008.0,,Interactive Brokers Group,2023.4,300.5
2008.0,,Spherion,2021.7,25.3
2008.0,,Laclede Group,2021.6,49.8
2008.0,,IndyMac Bancorp,2020.1,-614.8
2008.0,,NBTY,2014.5,207.9
2008.0,,Applied Industrial Technologies,2014.1,86.0
2008.0,,Dentsply International,2009.8,259.7
2008.0,,Fleetwood Enterprises,2007.9,-90.0
2008.0,,Boyd Gaming,2007.3,303.0
2008.0,,Alliance One International,2004.1,-21.6
2008.0,,Ferrellgas Partners,1992.4,34.8
2008.0,,ScanSource,1986.9,42.6
2008.0,,Commerce Group,1982.4,190.9
2008.0,,Tupperware Brands,1981.4,116.9
2008.0,,Sauer-Danfoss,1972.5,47.2
2008.0,,Pacer International,1969.4,54.3
2008.0,,Carpenter Technology,1944.8,227.2
2008.0,,ACCO Brands,1938.9,-0.9
2008.0,,CACI International,1938.0,78.5
2008.0,,CommScope,1930.8,204.8
2008.0,,National Semiconductor,1929.9,375.3
2008.0,,Pool,1928.4,69.4
2008.0,,USEC,1928.0,96.6
2008.0,,MEMC Electronic Materials,1921.8,826.2
2008.0,,Herman Miller,1918.9,129.1
2008.0,,Donaldson,1918.8,150.7
2008.0,,Tellabs,1913.4,65.0
2008.0,,Sierra Health Services,1909.7,94.1
2008.0,,CSK Auto,1896.8,-0.1
2008.0,,UST,1893.2,520.3
2008.0,,AptarGroup,1892.2,141.7
2008.0,,Paychex,1887.0,515.4
2008.0,,Jo Ann Stores,1878.8,15.4
2008.0,,Alpha Natural Resources,1877.6,27.7
2008.0,,Toro,1876.9,142.4
2008.0,,Gardner Denver,1868.8,205.1
2008.0,,HealthExtras,1857.7,39.3
2008.0,,Iasis Healthcare,1850.0,41.6
2008.0,,Mueller Water Products,1849.0,48.2
2008.0,,Selective Insurance Group,1846.2,146.5
2008.0,,Metals USA Holdings,1845.3,13.9
2008.0,,Equifax,1843.0,272.7
2008.0,,Xilinx,1842.7,350.7
2008.0,,Brookdale Senior Living,1839.3,-162.0
2008.0,,Arkansas Best,1836.9,56.8
2008.0,,Baldor Electric,1824.9,94.1
2008.0,,Public Storage,1818.0,457.5
2008.0,,Mutual of America Life,1810.2,7.5
2008.0,,Regal-Beloit,1802.5,118.3
2008.0,,Century Aluminum,1798.2,-101.2
2008.0,,Career Education,1795.7,59.6
2008.0,,Mettler-Toledo International,1793.7,178.5
2008.0,,Newfield Exploration,1791.0,450.0
2008.0,,PerkinElmer,1787.3,131.7
2008.0,,A. Schulman,1787.1,22.6
2008.0,,PC Connection,1785.4,23.0
2008.0,,Alexander & Baldwin,1782.0,142.0
2008.0,,Fred's,1780.9,10.7
2008.0,,Polaris Industries,1780.0,111.7
2008.0,,Varian Medical Systems,1776.6,239.5
2008.0,,Agilysys,1774.6,232.9
2008.0,,AIMCO,1773.6,29.9
2008.0,,Cephalon,1772.6,-191.7
2008.0,,Watsco,1770.5,65.6
2008.0,,RSC Holdings,1769.2,123.3
2008.0,,Helix Energy Solutions Group,1767.4,320.5
2008.0,,Dollar Thrifty Automotive,1760.8,1.2
2008.0,,American Greetings,1759.4,42.4
2008.0,,Modine Manufacturing,1757.5,42.3
2008.0,,CME Group,1756.1,658.5
2008.0,,Guess,1749.9,186.5
2008.0,,Oceaneering International,1743.1,180.4
2008.0,,Portland General Electric,1743.0,145.0
2008.0,,Kansas City Southern,1742.8,153.8
2008.0,,Colonial Bancgroup,1742.7,180.9
2008.0,,PSS World Medical,1741.6,50.5
2008.0,,La-Z-Boy,1740.0,4.1
2008.0,,Knights of Columbus,1739.9,88.4
2008.0,,Louisiana-Pacific,1733.2,-179.9
2008.0,,Westar Energy,1726.8,168.4
2008.0,,Chaparral Steel,1722.9,269.3
2008.0,,Chico's FAS,1716.0,88.9
2008.0,,Piedmont Natural Gas,1711.3,104.4
2008.0,,Sealy,1702.1,79.4
2008.0,,MGIC Investment,1693.2,-1670.0
2008.0,,MSC Industrial Direct,1688.2,173.9
2008.0,,Duane Reade Holdings,1686.8,-87.8
2008.0,,ExpressJet Holdings,1685.5,-70.2
2008.0,,Cinemark Holdings,1682.8,88.9
2008.0,,New York Community Bancorp,1677.8,279.1
2008.0,,BE Aerospace,1677.7,147.3
2008.0,,Arthur J. Gallagher,1675.1,138.8
2008.0,,Plum Creek Timber,1675.0,282.0
2008.0,,Central Garden & Pet,1671.1,32.3
2008.0,,Fairchild Semiconductor Intl.,1670.2,64.0
2008.0,,Dresser-Rand Group,1665.0,106.7
2008.0,,Key Energy Services,1662.0,169.3
2008.0,,Dun & Bradstreet,1659.7,298.1
2008.0,,Sun Healthcare Group,1658.9,57.5
2008.0,,Hub Group,1658.2,59.8
2008.0,,Potlatch,1656.5,56.4
2008.0,,Complete Production Services,1655.2,161.6
2008.0,,Bob Evans Farms,1654.5,60.5
2008.0,,Meredith,1645.8,162.3
2008.0,,Beacon Roofing Supply,1645.8,25.3
2008.0,,Atmel,1639.2,47.9
2008.0,,Calumet Specialty Products,1637.8,82.9
2008.0,,Apria Healthcare Group,1631.8,86.0
2008.0,,Covance,1631.5,175.9
2008.0,,Leap Wireless International,1630.8,-75.9
2008.0,,Helmerich & Payne,1629.7,449.3
2009.0,,Exxon Mobil,442851.0,45220.0
2009.0,,Wal-Mart Stores,405607.0,13400.0
2009.0,,Chevron,263159.0,23931.0
2009.0,,ConocoPhillips,230764.0,-16998.0
2009.0,,General Electric,183207.0,17410.0
2009.0,,General Motors,148979.0,-30860.0
2009.0,,Ford Motor,146277.0,-14672.0
2009.0,,AT&T,124028.0,12867.0
2009.0,,Hewlett-Packard,118364.0,8329.0
2009.0,,Valero Energy,118298.0,-1131.0
2009.0,,Bank of America Corp.,113106.0,4008.0
2009.0,,Citigroup,112372.0,-27684.0
2009.0,,Berkshire Hathaway,107786.0,4994.0
2009.0,,International Business Machines,103630.0,12334.0
2009.0,,McKesson,101703.0,990.0
2009.0,,J.P. Morgan Chase & Co.,101491.0,5605.0
2009.0,,Verizon Communications,97354.0,6428.0
2009.0,,Cardinal Health,91091.4,1300.6
2009.0,,CVS Caremark,87471.9,3212.1
2009.0,,Procter & Gamble,83503.0,12075.0
2009.0,,UnitedHealth Group,81186.0,2977.0
2009.0,,Kroger,76000.0,1249.4
2009.0,,Marathon Oil,73504.0,3528.0
2009.0,,Costco Wholesale,72483.0,1282.7
2009.0,,Home Depot,71288.0,2260.0
2009.0,,AmerisourceBergen,70593.5,250.6
2009.0,,Archer Daniels Midland,69816.0,1802.0
2009.0,,Target,64948.0,2214.0
2009.0,,Johnson & Johnson,63747.0,12949.0
2009.0,,Morgan Stanley,62262.0,1707.0
2009.0,,State Farm Insurance Cos.,61343.4,-541.8
2009.0,,WellPoint,61251.1,2490.7
2009.0,,Dell,61101.0,2478.0
2009.0,,Boeing,60909.0,2672.0
2009.0,,Microsoft,60420.0,17681.0
2009.0,,Walgreen,59034.0,2157.0
2009.0,,United Technologies,58681.0,4689.0
2009.0,,Dow Chemical,57514.0,579.0
2009.0,,MetLife,55085.0,3209.0
2009.0,,Goldman Sachs Group,53579.0,2322.0
2009.0,,Sunoco,51652.0,776.0
2009.0,,Wells Fargo,51652.0,2655.0
2009.0,,United Parcel Service,51486.0,3003.0
2009.0,,Caterpillar,51324.0,3557.0
2009.0,,Medco Health Solutions,51258.0,1102.9
2009.0,,Pfizer,48296.0,8104.0
2009.0,,Lowe's,48230.0,2195.0
2009.0,,Time Warner,46984.0,-13402.0
2009.0,,Sears Holdings,46770.0,53.0
2009.0,,Safeway,44104.0,965.3
2009.0,,Supervalu,44048.0,593.0
2009.0,,PepsiCo,43251.0,5142.0
2009.0,,Kraft Foods,42867.0,2901.0
2009.0,,Lockheed Martin,42731.0,3217.0
2009.0,,Hess,41094.0,2360.0
2009.0,,Best Buy,40023.0,1407.0
2009.0,,Cisco Systems,39540.0,8052.0
2009.0,,Johnson Controls,38062.0,979.0
2009.0,,FedEx,37953.0,1125.0
2009.0,,Walt Disney,37843.0,4427.0
2009.0,,Intel,37586.0,5292.0
2009.0,,Sysco,37522.1,1106.2
2009.0,,Honeywell International,36556.0,2792.0
2009.0,,Sprint Nextel,35635.0,-2796.0
2009.0,,Enterprise GP Holdings,35469.6,164.1
2009.0,,GMAC,35445.0,1868.0
2009.0,,Ingram Micro,34362.2,-394.9
2009.0,,Comcast,34256.0,2547.0
2009.0,,Northrop Grumman,33940.0,-1262.0
2009.0,,News Corp.,32996.0,5387.0
2009.0,,Apple,32479.0,4834.0
2009.0,,CHS,32167.5,803.0
2009.0,,Coca-Cola,31944.0,5807.0
2009.0,,American Express,31877.0,2699.0
2009.0,,DuPont,31836.0,2007.0
2009.0,,New York Life Insurance,31416.2,-949.7
2009.0,,Aetna,30950.7,1384.1
2009.0,,Motorola,30146.0,-4244.0
2009.0,,Plains All American Pipeline,30061.0,437.0
2009.0,,Abbott Laboratories,29527.6,4880.7
2009.0,,Allstate,29394.0,-1679.0
2009.0,,TIAA-CREF,29362.5,-3344.9
2009.0,,General Dynamics,29302.0,2459.0
2009.0,,Prudential Financial,29275.0,-1073.0
2009.0,,Humana,28946.4,647.2
2009.0,,Liberty Mutual Insurance Group,28855.0,1140.0
2009.0,,Deere,28437.6,2052.8
2009.0,,HCA,28374.0,673.0
2009.0,,Tyson Foods,28130.0,86.0
2009.0,,Alcoa,28119.0,-74.0
2009.0,,Tesoro,28031.0,278.0
2009.0,,Murphy Oil,27512.5,1740.0
2009.0,,Philip Morris International,25705.0,6890.0
2009.0,,Emerson Electric,25281.0,2412.0
2009.0,,3M,25269.0,3460.0
2009.0,,Macy's,24892.0,-4803.0
2009.0,,International Paper,24829.0,-1282.0
2009.0,,Occidental Petroleum,24480.0,6857.0
2009.0,,Travelers Cos.,24477.0,2924.0
2009.0,,Rite Aid,24417.7,-1079.0
2009.0,,Publix Super Markets,24109.6,1089.8
2009.0,,Tech Data,24080.5,123.6
2009.0,,Merck,23850.3,7808.4
2009.0,,AMR,23766.0,-2071.0
2009.0,,United States Steel,23754.0,2112.0
2009.0,,Nucor,23663.3,1831.0
2009.0,,McDonald's,23522.4,4313.2
2009.0,,Raytheon,23174.0,1672.0
2009.0,,Staples,23083.8,805.3
2009.0,,Wyeth,22833.9,4417.8
2009.0,,Delta Air Lines,22697.0,-8922.0
2009.0,,Fannie Mae,22652.0,-58707.0
2009.0,,Oracle,22430.0,5521.0
2009.0,,Fluor,22325.9,720.5
2009.0,,Express Scripts,22022.7,776.1
2009.0,,Coca-Cola Enterprises,21807.0,-4394.0
2009.0,,Google,21795.6,4226.9
2009.0,,Northwestern Mutual,21734.4,483.2
2009.0,,Manpower,21552.8,218.9
2009.0,,Bristol-Myers Squibb,21366.0,5247.0
2009.0,,Delphi,20383.0,3037.0
2009.0,,Eli Lilly,20378.0,-2071.9
2009.0,,UAL,20194.0,-5348.0
2009.0,,Nationwide,19848.0,-342.0
2009.0,,Constellation Energy,19818.3,-1314.4
2009.0,,DirecTV Group,19693.0,1521.0
2009.0,,Goodyear Tire & Rubber,19488.0,-77.0
2009.0,,Kimberly-Clark,19415.0,1690.0
2009.0,,U.S. Bancorp,19229.0,2946.0
2009.0,,Amazon.com,19166.0,645.0
2009.0,,TJX,19147.5,880.6
2009.0,,Cigna,19101.0,292.0
2009.0,,Whirlpool,18907.0,418.0
2009.0,,Exelon,18859.0,2737.0
2009.0,,Massachusetts Mutual Life Insurance,18744.6,-923.8
2009.0,,Nike,18627.0,1883.4
2009.0,,World Fuel Services,18509.4,105.0
2009.0,,Schering-Plough,18502.0,1903.0
2009.0,,J.C. Penney,18486.0,572.0
2009.0,,International Assets Holding,18358.9,27.8
2009.0,,Halliburton,18279.0,1538.0
2009.0,,Burlington Northern Santa Fe,18018.0,2115.0
2009.0,,Union Pacific,17970.0,2338.0
2009.0,,Avnet,17952.7,499.1
2009.0,,Capital One Financial,17868.5,-46.0
2009.0,,Freeport-McMoRan Copper & Gold,17796.0,-11067.0
2009.0,,Xerox,17608.0,230.0
2009.0,,Illinois Tool Works,17217.9,1519.0
2009.0,,Southern,17127.0,1742.0
2009.0,,Merrill Lynch,16784.0,-27612.0
2009.0,,Arrow Electronics,16761.0,-613.7
2009.0,,AFLAC,16554.0,1254.0
2009.0,,Computer Sciences,16499.5,544.6
2009.0,,FPL Group,16410.0,1639.0
2009.0,,Kohl's,16389.0,885.0
2009.0,,Bank of New York Mellon Corp.,16355.0,1419.0
2009.0,,Dominion Resources,16290.0,1834.0
2009.0,,AES,16170.0,1234.0
2009.0,,Oneok,16157.4,311.9
2009.0,,Altria Group,15957.0,4930.0
2009.0,,PPG Industries,15849.0,538.0
2009.0,,Anadarko Petroleum,15723.0,3261.0
2009.0,,Devon Energy,15560.0,-2148.0
2009.0,,Eaton,15376.0,1058.0
2009.0,,Health Net,15366.6,95.0
2009.0,,Colgate-Palmolive,15329.9,1957.2
2009.0,,Continental Airlines,15241.0,-585.0
2009.0,,Amgen,15003.0,4196.0
2009.0,,TRW Automotive Holdings,14995.0,-779.0
2009.0,,Paccar,14972.5,1017.9
2009.0,,L-3 Communications,14901.0,949.0
2009.0,,EMC,14876.2,1345.6
2009.0,,Textron,14806.0,486.0
2009.0,,Loews,14733.0,4530.0
2009.0,,Navistar International,14724.0,134.0
2009.0,,PG&E Corp.,14628.0,1338.0
2009.0,,Viacom,14625.0,1251.0
2009.0,,Gap,14526.0,967.0
2009.0,,Office Depot,14495.5,-1478.9
2009.0,,American Electric Power,14442.0,1380.0
2009.0,,Cummins,14342.0,755.0
2009.0,,AutoNation,14288.0,-1243.1
2009.0,,Smithfield Foods,14264.1,128.9
2009.0,,Edison International,14112.0,1215.0
2009.0,,Integrys Energy Group,14047.8,126.4
2009.0,,CBS,13950.4,-11673.4
2009.0,,Sun Microsystems,13880.0,403.0
2009.0,,ConAgra Foods,13808.7,930.6
2009.0,,Pepsi Bottling,13796.0,162.0
2009.0,,Public Service Enterprise Group,13741.0,1188.0
2009.0,,Consolidated Edison,13725.9,1195.7
2009.0,,"Toys R"" Us""",13724.0,218.0
2009.0,,General Mills,13652.1,1294.7
2009.0,,FirstEnergy,13627.0,1342.0
2009.0,,Lear,13570.5,-689.9
2009.0,,Medtronic,13515.0,2231.0
2009.0,,Qwest Communications,13475.0,681.0
2009.0,,Aramark,13470.2,39.5
2009.0,,Sara Lee,13450.0,-79.0
2009.0,,National Oilwell Varco,13431.4,1952.0
2009.0,,Waste Management,13388.0,1087.0
2009.0,,Omnicom Group,13359.9,1000.3
2009.0,,Chubb,13221.0,1804.0
2009.0,,Duke Energy,13212.0,1362.0
2009.0,,Entergy,13093.8,1220.6
2009.0,,State Street Corp.,12922.0,1811.0
2009.0,,United Services Automobile Association,12912.0,422.7
2009.0,,Marriott International,12880.0,362.0
2009.0,,Progressive,12840.1,-70.0
2009.0,,Kellogg,12822.0,1148.0
2009.0,,SunTrust Banks,12800.8,795.8
2009.0,,Jabil Circuit,12779.7,133.9
2009.0,,Danaher,12697.5,1317.6
2009.0,,Reliant Energy,12553.2,-739.7
2009.0,,Texas Instruments,12501.0,1920.0
2009.0,,Dean Foods,12454.6,183.8
2009.0,,Apache,12389.8,712.0
2009.0,,Williams,12357.0,1418.0
2009.0,,Baxter International,12348.0,2014.0
2009.0,,Freddie Mac,12302.0,-50119.0
2009.0,,Parker Hannifin,12145.6,949.5
2009.0,,US Airways Group,12118.0,-2210.0
2009.0,,Knight,12094.8,-3599.3
2009.0,,Land O'Lakes,12039.3,159.6
2009.0,,Penske Automotive Group,11917.7,-411.9
2009.0,,Coventry Health Care,11913.6,381.9
2009.0,,Baker Hughes,11864.0,1635.0
2009.0,,Circuit City Stores,11743.7,-319.9
2009.0,,ITT,11702.5,794.7
2009.0,,Chesapeake Energy,11629.0,723.0
2009.0,,DISH Network,11617.2,902.9
2009.0,,Marsh & McLennan,11587.0,-73.0
2009.0,,R.R. Donnelley & Sons,11581.6,-189.9
2009.0,,KBR,11581.0,319.0
2009.0,,Monsanto,11579.0,2024.0
2009.0,,Weyerhaeuser,11401.0,-1176.0
2009.0,,Energy Future Holdings,11364.0,-983.8
2009.0,,CenterPoint Energy,11322.0,447.0
2009.0,,Yum Brands,11279.0,964.0
2009.0,,CSX,11255.0,1365.0
2009.0,,Jacobs Engineering Group,11252.2,420.7
2009.0,,Xcel Energy,11203.2,645.6
2009.0,,Community Health Systems,11156.4,218.3
2009.0,,Qualcomm,11142.0,3160.0
2009.0,,American International Group,11104.0,-99289.0
2009.0,,Southwest Airlines,11023.0,178.0
2009.0,,Genuine Parts,11015.3,475.4
2009.0,,Air Products & Chemicals,10938.6,909.7
2009.0,,Praxair,10796.0,1211.0
2009.0,,Smith International,10770.8,767.3
2009.0,,Commercial Metals,10764.6,232.0
2009.0,,Sempra Energy,10758.0,1113.0
2009.0,,Western Refining,10725.6,64.2
2009.0,,Pepco Holdings,10700.0,300.0
2009.0,,Avon Products,10690.1,875.3
2009.0,,Norfolk Southern,10661.0,1716.0
2009.0,,Liberty Global,10561.1,-788.9
2009.0,,Thermo Fisher Scientific,10498.0,994.2
2009.0,,Dollar General,10457.7,108.2
2009.0,,BB&T Corp.,10404.0,1519.0
