Year,Rank,Company,Revenue,Profit
1977.0,,Exxon Mobil,48630.8,2641.0
1977.0,,General Motors,47181.0,2902.8
1977.0,,Ford Motor,28839.6,983.1
1977.0,,Texaco,26451.9,869.7
1977.0,,Mobil,26062.6,942.5
1977.0,,ChevronTexaco,19434.1,880.1
1977.0,,Gulf Oil,16451.0,816.0
1977.0,,Intl. Business Machines,16304.3,2398.1
1977.0,,General Electric,15697.3,930.6
1977.0,,Chrysler,15537.8,422.6
1977.0,,ITT Industries,11764.1,494.5
1977.0,,Amoco,11532.0,893.0
1977.0,,U.S. Steel,8604.2,410.3
1977.0,,Atlantic Richfield,8462.5,575.2
1977.0,,DuPont,8361.0,459.3
1977.0,,AT&T Technologies,6930.9,217.4
1977.0,,Procter & Gamble,6512.7,401.1
1977.0,,CBS,6145.2,223.2
1977.0,,Goodyear Tire & Rubber,5791.5,122.0
1977.0,,ConocoPhillips,5697.5,411.7
1977.0,,Dow Chemical,5652.1,612.8
1977.0,,Navistar International,5488.1,174.1
1977.0,,Eastman Kodak,5438.2,650.6
1977.0,,Sunoco,5387.1,356.2
1977.0,,Unocal,5350.7,268.8
1977.0,,RCA,5328.5,177.4
1977.0,,Esmark,5300.6,82.5
1977.0,,Bethlehem Steel,5248.0,168.0
1977.0,,Rockwell Automation,5220.1,123.4
1977.0,,United Technologies,5166.3,157.4
1977.0,,Caterpillar,5042.3,383.2
1977.0,,Kraft,4976.6,135.7
1977.0,,Beatrice,4690.6,153.1
1977.0,,LTV,4496.9,30.7
1977.0,,Xerox,4403.9,358.9
1977.0,,Nabisco Group Holdings,4291.1,353.9
1977.0,,Monsanto,4270.2,366.3
1977.0,,General Foods,3978.3,150.4
1977.0,,Citgo Petroleum,3964.6,217.0
1977.0,,Firestone Tire & Rubber,3939.1,96.0
1977.0,,Boeing,3918.5,102.9
1977.0,,Amerada Hess,3914.6,152.6
1977.0,,Greyhound,3727.3,77.1
1977.0,,Sealed Air,3615.2,131.9
1977.0,,McDonnell Douglas,3543.7,108.9
1977.0,,International Paper,3540.6,253.6
1977.0,,3M,3514.3,338.5
1977.0,,Colgate-Palmolive,3511.5,149.2
1977.0,,Marathon Oil,3488.4,195.8
1977.0,,Continental Group,3458.2,118.3
1977.0,,Gulf & Western Industries,3395.6,200.2
1977.0,,Ralston Purina,3393.8,125.9
1977.0,,Borden Chemical,3381.1,112.8
1977.0,,Litton Industries,3365.4,28.3
1977.0,,Lockheed Martin,3202.7,38.7
1977.0,,Sperry,3202.6,145.3
1977.0,,ARMCO,3151.0,123.7
1977.0,,American Can,3142.5,100.9
1977.0,,Altria Group,3134.5,265.7
1977.0,,Deere,3133.8,241.6
1977.0,,Getty Oil,3058.7,258.5
1977.0,,Georgia-Pacific,3038.0,215.3
1977.0,,Coca-Cola,3032.8,285.0
1977.0,,Bendix,2947.0,104.7
1977.0,,TRW,2929.0,133.1
1977.0,,Alcoa,2924.4,143.8
1977.0,,BP America,2916.4,136.9
1977.0,,Champion International,2910.5,103.1
1977.0,,Weyerhaeuser,2868.4,306.0
1977.0,,National Intergroup,2840.5,85.7
1977.0,,PepsiCo,2727.5,136.0
1977.0,,Sara Lee,2726.5,89.5
1977.0,,Bestfoods,2695.8,122.0
1977.0,,Fortune Brands,2671.6,122.0
1977.0,,General Mills,2645.0,100.5
1977.0,,Honeywell Intl.,2629.6,116.8
1977.0,,Textron,2627.2,121.1
1977.0,,Owens-Illinois,2571.7,178.3
1977.0,,General Dynamics,2553.5,99.6
1977.0,,Republic Steel,2545.6,65.9
1977.0,,Johnson & Johnson,2522.5,205.4
1977.0,,Honeywell,2495.3,113.1
1977.0,,Wyeth,2471.7,277.9
1977.0,,Raytheon,2462.8,85.2
1977.0,,Signal Companies,2451.6,64.8
1977.0,,Ryerson Tull,2388.2,104.0
1977.0,,Warner-Lambert,2349.2,159.7
1977.0,,American Motors,2315.5,-46.3
1977.0,,Uniroyal,2314.8,20.1
1977.0,,NCR,2312.7,95.6
1977.0,,FMC,2298.4,80.2
1977.0,,Burlington Industries Equity,2284.6,104.9
1977.0,,Chiquita Brands Intl.,2276.6,16.3
1977.0,,PPG Industries,2254.8,151.5
1977.0,,Dresser Industries,2232.2,156.8
1977.0,,CBS,2230.6,164.0
1977.0,,Carnation,2167.0,104.4
1977.0,,Crown Zellerbach,2126.0,97.6
1977.0,,Singer,2125.5,74.2
1977.0,,Celanese,2123.0,69.0
1977.0,,American Cyanamid,2093.8,135.8
1977.0,,Reynolds Metals,2084.4,75.1
1977.0,,Iowa Beef Processors,2077.2,28.8
1977.0,,Nabisco Brands,2027.3,77.0
1977.0,,GenCorp,2022.5,104.7
1977.0,,Goodrich,1996.0,15.8
1977.0,,Bristol-Myers Squibb,1986.4,156.8
1977.0,,Kerr-McGee,1955.1,134.1
1977.0,,Teledyne,1937.6,134.9
1977.0,,OfficeMax,1931.5,100.8
1977.0,,Ingersoll-Rand,1921.6,106.9
1977.0,,Pfizer,1887.5,159.9
1977.0,,H.J. Heinz,1882.4,74.0
1977.0,,Unisys,1870.8,185.9
1977.0,,BorgWarner,1862.4,81.7
1977.0,,Kaisertech,1851.9,44.5
1977.0,,Farmland Industries,1840.4,
1977.0,,Central Soya,1836.8,37.7
1977.0,,Combustion Engineering,1830.9,54.2
1977.0,,Standard Brands,1810.0,67.6
1977.0,,Eaton,1808.1,90.9
1977.0,,North American Philips,1723.6,60.2
1977.0,,Babcock & Wilcox,1691.8,53.1
1977.0,,Whitman,1688.5,60.8
1977.0,,Norton Simon,1683.8,92.4
1977.0,,Merck,1661.5,255.5
1977.0,,Texas Instruments,1658.6,97.4
1977.0,,American Standard,1654.2,70.9
1977.0,,St. Regis,1642.1,91.3
1977.0,,Campbell Soup,1634.8,101.0
1977.0,,Associated Milk Producers,1623.3,
1977.0,,Archer Daniels Midland,1620.8,65.1
1977.0,,Whirlpool,1620.4,76.3
1977.0,,Lykes,1619.7,19.1
1977.0,,Mead,1599.3,88.8
1977.0,,Hercules,1596.0,106.8
1977.0,,Kimberly-Clark,1585.3,121.3
1977.0,,Fruit of the Loom,1568.9,117.6
1977.0,,Ogden,1557.5,48.3
1977.0,,Allis-Chalmers,1519.3,58.7
1977.0,,Emerson Electric,1505.0,116.8
1977.0,,Grumman,1502.1,27.2
1977.0,,Motorola,1494.1,85.4
1977.0,,Gillette,1491.5,77.6
1977.0,,Anaconda,1481.1,16.7
1977.0,,Dart Industries,1476.2,101.6
1977.0,,Fruehauf,1473.3,48.3
1977.0,,Quaker Oats,1473.1,53.1
1977.0,,Dana,1444.4,89.2
1977.0,,Anheuser-Busch,1441.1,55.4
1977.0,,Avon Products,1434.4,168.4
1977.0,,Del Monte Foods,1430.4,53.2
1977.0,,Pillsbury,1421.9,41.6
1977.0,,J.P. Stevens,1421.4,41.1
1977.0,,Brink's,1415.5,146.4
1977.0,,Agway,1415.4,
1977.0,,Kellogg,1385.4,130.4
1977.0,,Olin,1376.5,72.6
1977.0,,Furniture Brands Intl.,1376.4,67.0
1977.0,,Scott Paper,1373.8,73.2
1977.0,,Maxus Energy,1356.6,140.0
1977.0,,White Motor,1355.1,21.7
1977.0,,U.S. Industries,1346.7,28.1
1977.0,,American Broadcasting,1342.2,71.7
1977.0,,Eli Lilly,1340.6,200.2
1977.0,,Safety-Kleen,1331.9,30.4
1977.0,,Control Data,1331.0,48.6
1977.0,,Manville,1308.8,53.4
1977.0,,NL Industries,1285.5,58.8
1977.0,,Heublein,1282.5,73.1
1977.0,,Walter Industries,1271.9,71.0
1977.0,,Coltec Industries,1266.5,61.6
1977.0,,Northrop Grumman,1265.0,36.3
1977.0,,Clark Equipment,1261.0,68.1
1977.0,,Imcera Group,1260.0,135.4
1977.0,,White Consolidated Industries,1248.1,51.5
1977.0,,Land O'Lakes,1241.6,
1977.0,,Kidde,1233.0,61.5
1977.0,,Gould,1225.4,66.0
1977.0,,Levi Strauss,1219.7,104.8
1977.0,,Studebaker-Worthington,1216.6,50.2
1977.0,,Squibb,1214.5,108.2
1977.0,,Martin Marietta,1213.1,78.5
1977.0,,Koppers,1189.2,66.8
1977.0,,AMAX,1170.5,150.1
1977.0,,Charter,1157.8,16.9
1977.0,,Quantum Chemical,1156.4,90.3
1977.0,,Ethyl,1154.2,69.1
1977.0,,Rohm & Haas,1152.5,-11.8
1977.0,,Genesco,1135.1,15.9
1977.0,,Oscar Mayer,1133.1,33.4
1977.0,,Amstar,1118.5,43.4
1977.0,,Carrier,1111.9,34.7
1977.0,,Hewlett-Packard,1111.6,90.8
1977.0,,AMF,1111.4,38.2
1977.0,,Emhart,1106.3,44.0
1977.0,,Asarco,1103.7,42.3
1977.0,,Stauffer Chemical,1100.0,113.0
1977.0,,Sterling Drug,1095.8,82.8
1977.0,,Hormel Foods,1094.8,14.7
1977.0,,United Merchants & Mfrs.,1089.2,-19.9
1977.0,,Crane,1087.6,48.0
1977.0,,Abbott Laboratories,1084.9,92.5
1977.0,,Owens Corning,1079.2,71.8
1977.0,,Commonwealth Oil Refining,1071.4,-32.1
1977.0,,FINA,1071.0,45.5
1977.0,,Tesoro,1070.1,28.8
1977.0,,Foster Wheeler,1061.7,20.5
1977.0,,Budd,1060.9,27.2
1977.0,,GAF,1060.5,19.7
1977.0,,Time Warner,1038.2,67.1
1977.0,,Cummins,1030.5,58.6
1977.0,,Corning,1025.9,83.7
1977.0,,Pharmacia,1025.5,77.6
1977.0,,Pennzoil,1021.4,167.7
1977.0,,Kaiser Industries,1015.9,66.7
1977.0,,Pet,1010.6,23.7
1977.0,,McGraw-Edison,1007.4,56.5
1977.0,,Union Camp,1003.0,118.6
1977.0,,Williams,1002.6,61.2
1977.0,,Paccar,1001.4,50.6
1977.0,,Jos. Schlitz Brewing,1000.0,49.9
1977.0,,Murphy Oil,986.4,48.9
1977.0,,Armstrong Holdings,981.2,64.7
1977.0,,Zenith Electronics,978.2,38.6
1977.0,,Times Mirror,964.8,69.5
1977.0,,USG,962.9,36.8
1977.0,,Kennecott,956.3,8.8
1977.0,,Revlon,955.6,81.5
1977.0,,Sunbeam/Oster,953.8,33.5
1977.0,,Container Corp. of America,953.3,64.1
1977.0,,Sherwin-Williams,952.0,18.4
1977.0,,Polaroid,950.0,79.7
1977.0,,Phelps Dodge,942.4,43.4
1977.0,,J.E. Seagram,939.8,32.2
1977.0,,Chromalloy American,937.3,28.1
1977.0,,Wheeling Pittsburgh,931.2,3.2
1977.0,,Allegheny International,929.3,7.0
1977.0,,Westvaco,922.4,56.8
1977.0,,National Can,916.9,20.7
1977.0,,Brunswick,914.9,41.7
1977.0,,Crown Holdings,909.9,46.2
1977.0,,Marmon Group,908.4,45.2
1977.0,,Castle & Cooke,905.0,37.9
1977.0,,Gold Kist Holdings,892.9,
1977.0,,Diamond International,887.1,49.9
1977.0,,Timken,884.4,60.9
1977.0,,Schering-Plough,871.5,157.1
1977.0,,Aeroquip-Vickers,871.5,58.9
1977.0,,Brown Shoe,854.3,21.0
1977.0,,Peabody Holding,849.0,30.8
1977.0,,Tosco,848.3,8.0
1977.0,,Great Northern Nekoosa,844.6,58.3
1977.0,,BOC,837.4,54.0
1977.0,,Warner Communications,826.8,61.2
1977.0,,Clorox,822.1,27.3
1977.0,,Staley Continental,819.4,37.7
1977.0,,Air Products & Chem.,818.2,63.5
1977.0,,Eltra,816.6,40.7
1977.0,,MBPXL,814.7,6.5
1977.0,,MCA,802.9,90.2
1977.0,,Intl. Multifoods,800.8,16.4
1977.0,,Kane-Miller,799.9,7.0
1977.0,,Evans Products,781.3,30.4
1977.0,,St. Joe Minerals,778.3,68.7
1977.0,,Pennwalt Corp,777.3,34.9
1977.0,,G.D. Searle,761.4,61.5
1977.0,,Anderson Clayton,759.3,35.6
1977.0,,Lever Brothers,753.4,12.0
1977.0,,Black & Decker,748.2,42.4
1977.0,,Chesebrough-Pond's,747.0,54.1
1977.0,,Trans Union,746.7,43.2
1977.0,,Richardson-Vicks,745.9,48.4
1977.0,,Digital Equipment,736.3,73.4
1977.0,,Blue Bell,730.4,56.6
1977.0,,Akzona,728.6,5.6
1977.0,,Liggett Group,719.2,36.2
1977.0,,Lone Star Industries,718.9,27.2
1977.0,,Premcor,718.4,9.4
1977.0,,Whittaker,713.8,13.5
1977.0,,WestPoint Stevens,713.5,26.9
1977.0,,Eastern Gas & Fuel Associates,711.3,65.7
1977.0,,Interlake,708.9,37.9
1977.0,,Universal Leaf Tobacco,706.1,18.0
1977.0,,Campbell Taggart,697.8,21.3
1977.0,,Lear Siegler,694.3,25.4
1977.0,,Hammermill Paper,689.9,22.8
1977.0,,Baxter International,681.4,60.4
1977.0,,Knight-Ridder,677.5,52.3
1977.0,,US Pharmaceuticals,673.5,72.0
1977.0,,Certainteed,665.0,36.6
1977.0,,Reliance Electric,664.1,42.2
1977.0,,General Host,652.0,-14.6
1977.0,,Rexnord,634.9,36.2
1977.0,,ACF Industries,631.1,34.0
1977.0,,Joy Technologies,630.5,47.6
1977.0,,Norton,629.9,27.5
1977.0,,Anchor Hocking,628.7,27.4
1977.0,,Avco,628.6,92.9
1977.0,,Mohasco,624.5,13.8
1977.0,,Scovill,624.3,22.2
1977.0,,Potlatch,624.1,47.7
1977.0,,Avnet,621.5,35.4
1977.0,,A.O. Smith,619.5,17.2
1977.0,,Springs Industries,617.5,15.1
1977.0,,General Signal,616.6,31.3
1977.0,,Carborundum,613.9,32.8
1977.0,,National Gypsum,613.4,27.4
1977.0,,Bemis,609.5,15.7
1977.0,,Sperry & Hutchinson,607.4,24.1
1977.0,,Newmont Mining,602.1,48.9
1977.0,,Thiokol,601.8,-6.7
1977.0,,Pabst Brewing,600.5,32.4
1977.0,,Sundstrand,594.9,32.7
1977.0,,Molson Coors Brewing,593.6,76.5
1977.0,,Harsco,593.4,38.0
1977.0,,McGraw-Hill,589.8,40.5
1977.0,,Norin,586.0,-3.0
1977.0,,Reichhold Chemicals,585.1,16.1
1977.0,,Cone Mills,584.7,33.2
1977.0,,R.R. Donnelley & Sons,584.5,41.7
1977.0,,Hershey Foods,584.3,43.2
1977.0,,Outboard Marine,581.9,27.3
1977.0,,Cluett Peabody,580.7,17.0
1977.0,,CBI Industries,577.1,55.9
1977.0,,Apogent Technologies,576.4,27.2
1977.0,,Tecumseh Products,573.8,35.0
1977.0,,AM International,572.9,6.4
1977.0,,Hoover,571.9,6.8
1977.0,,Witco,566.0,23.1
1977.0,,Cyclops Industries,565.2,11.4
1977.0,,Louisiana-Pacific,562.3,40.4
1977.0,,Stanley Works,561.6,27.4
1977.0,,Cooper Industries,554.5,41.8
1977.0,,GATX,554.4,33.2
1977.0,,Baker Hughes,552.6,48.8
1977.0,,Consolidated Aluminum,551.3,4.3
1977.0,,Southwest Forest Industries,549.5,8.5
1977.0,,Willamette Industries,546.1,41.7
1977.0,,ConAgra Foods,546.1,20.4
1977.0,,Pitney Bowes,539.2,20.8
1977.0,,Tyco Laboratories,537.3,20.5
1977.0,,Hartmarx,534.6,13.8
1977.0,,Inmont,534.3,20.1
1977.0,,M. Lowenstein,531.8,8.3
1977.0,,Alumax,531.4,30.1
1977.0,,Square D,528.8,44.3
1977.0,,CF Industries,527.8,
1977.0,,Indian Head,525.3,23.7
1977.0,,AMP,522.0,52.0
1977.0,,Figgie International,518.5,13.1
1977.0,,Fairmont Foods,514.9,7.2
1977.0,,Hunt International Resources,514.6,1.5
1977.0,,Spencer Foods,514.0,1.2
1977.0,,Harris,513.9,26.8
1977.0,,Champion Spark Plug,513.8,45.3
1977.0,,Thomas J. Lipton,513.1,27.7
1977.0,,McLouth Steel,512.0,11.0
1977.0,,Crown Central,511.7,12.1
1977.0,,Hoerner Waldorf,511.3,32.9
1977.0,,Becton Dickinson,509.0,40.7
1977.0,,UV Industries,508.3,34.9
1977.0,,Peavey,505.8,15.6
1977.0,,Flintkote,503.9,8.2
1977.0,,"Libby, McNeill & Libby",502.4,3.5
1977.0,,Dan River,501.6,9.5
1977.0,,Amsted Industries,498.5,34.2
1977.0,,Revere Copper & Brass,498.4,2.2
1977.0,,Dayco,493.7,12.4
1977.0,,MacMillan,493.4,17.5
1977.0,,Cessna Aircraft,493.1,29.7
1977.0,,Ward Foods,486.5,-16.2
1977.0,,Bucyrus-Erie,484.5,41.2
1977.0,,Cook Industries,484.3,22.2
1977.0,,Hygrade Food Products,481.1,3.3
1977.0,,Texasgulf,480.5,62.9
1977.0,,Sheller-Globe,480.5,20.8
1977.0,,Saxon Industries,474.7,4.1
1977.0,,Stokely-Van Camp,470.2,9.0
1977.0,,Simmons,467.6,10.5
1977.0,,Purex Industries,465.6,21.4
1977.0,,Cabot,461.0,29.4
1977.0,,Chemetron,460.8,13.4
1977.0,,Bell & Howell,456.8,4.1
1977.0,,Green Giant,455.4,5.7
1977.0,,Cannon Mills,453.4,16.0
1977.0,,New York Times,451.4,22.3
1977.0,,Lubrizol,450.9,51.0
1977.0,,NVF,450.0,12.9
1977.0,,Miles Laboratories,449.7,16.2
1977.0,,Cincinnati Milacron,448.4,10.0
1977.0,,VF,448.0,21.5
1977.0,,American Bakeries,447.6,5.3
1977.0,,Cutler-Hammer,447.4,18.4
1977.0,,Signode,445.8,25.4
1977.0,,Gardner-Denver,443.3,19.9
1977.0,,Fairchild Camera & Instrument,443.2,12.5
1977.0,,Superior Oil,441.5,51.4
1977.0,,Questor,439.4,6.9
1977.0,,Joy Global,439.2,23.8
1977.0,,Westmoreland Coal,438.8,48.2
1977.0,,Trane,438.6,20.1
1977.0,,Interstate Brands,437.7,3.7
1977.0,,Kewanee Industries,437.2,35.4
1977.0,,Federal-Mogul,436.9,26.2
1977.0,,Quaker State,433.0,25.7
1977.0,,Brockway,432.3,24.6
1977.0,,Hobart,430.6,22.3
1977.0,,Norris Industries,430.5,30.0
1977.0,,H.P. Hood,429.8,3.1
1977.0,,Mapco,424.9,56.1
1977.0,,Masco,423.2,47.0
1977.0,,Rohr,421.9,-52.1
1977.0,,Cameron Iron Works,421.8,46.7
1977.0,,Ex-Cell-O,416.1,25.5
1977.0,,Envirotech,416.1,10.7
1977.0,,Midland-Ross,415.9,22.7
1977.0,,Gannett,413.3,48.0
1977.0,,Vulcan Materials,411.2,37.2
1977.0,,American Hoist & Derrick,410.2,17.3
1977.0,,Parker Hannifin,407.4,19.9
1977.0,,Bluebird,401.5,3.9
1977.0,,Eagle-Picher Industries,400.3,22.1
1977.0,,Arvin Industries,399.7,26.9
1977.0,,Ball,397.0,13.1
1977.0,,Wheelabrator-Frye,394.2,18.3
1977.0,,Inland Container,394.0,27.4
1977.0,,Natomas,393.8,57.1
1977.0,,Federal Paper Board,393.6,22.6
1977.0,,Warnaco Group,393.5,-23.3
1977.0,,Fleetwood Enterprises,391.9,10.2
1977.0,,Collins & Aikman,391.7,19.3
1977.0,,Rath Packing,388.9,-7.3
1977.0,,Congoleum,388.3,15.7
1977.0,,General Instrument,387.2,7.2
1977.0,,Insilco,386.6,19.6
1977.0,,Monfort of Colorado,386.5,-3.6
1977.0,,Masonite,386.4,24.1
1977.0,,Nalco Chemical,385.6,43.6
1977.0,,Hughes Tool,383.4,39.7
1977.0,,Jonathan Logan,381.6,12.1
1977.0,,Flavorland Industries,379.7,4.1
1977.0,,Ferro,376.5,20.1
1977.0,,Washington Post,375.7,24.5
1977.0,,Gerber Products,372.4,22.9
1977.0,,Hyster,372.3,14.0
1977.0,,Hanes,372.3,18.4
1977.0,,Wm. Wrigley Jr.,370.2,30.8
1977.0,,Tektronix,366.6,30.1
1977.0,,General Cinema,365.3,17.1
1977.0,,Thiokol,364.8,20.1
1977.0,,Dairylea Cooperative,364.1,
1977.0,,Hanna Mining,363.5,53.8
1977.0,,Dover,362.0,31.2
1977.0,,Avery Dennison,361.9,12.8
1977.0,,Roper,360.4,11.2
1977.0,,U.S. Filter,358.2,12.7
1977.0,,H.K. Porter,356.2,8.9
1977.0,,Nashua,356.2,8.6
1977.0,,Belco Petroleum,355.8,31.4
1977.0,,Frederick & Herrud,354.9,2.5
1977.0,,Koehring,354.4,8.9
1977.0,,Dow Corning,353.6,42.7
1977.0,,Twentieth Century-Fox Film,351.5,10.7
1977.0,,Applera,349.3,20.5
1977.0,,GK Technologies,349.2,16.8
1977.0,,Bausch & Lomb,349.1,15.0
1977.0,,Handy & Harman,347.8,10.6
1977.0,,Beech Aircraft,346.9,20.4
1977.0,,Talley Industries,346.5,11.2
1977.0,,Louisiana Land & Exploration,346.4,96.7
1977.0,,Fieldcrest Cannon,345.0,12.4
1977.0,,Memorex Telex,344.6,40.1
1977.0,,Acco Industries,344.1,6.5
1977.0,,Scott & Fetzer,343.0,22.9
1977.0,,Olinkraft,341.9,33.6
1977.0,,Varian Associates,341.6,9.4
1977.0,,Mattel,340.9,25.6
1977.0,,National Starch & Chemical,339.3,24.5
1977.0,,Columbia Pictures Industries,338.5,11.5
1977.0,,International Systems & Controls,338.1,8.4
1977.0,,Household Manufacturing,337.3,19.4
1977.0,,Curtiss-Wright,336.7,19.1
1977.0,,Tyler,336.1,19.3
1977.0,,Amtel,335.4,2.2
1977.0,,Ecolab,335.2,19.8
1977.0,,Idle Wild Foods,333.1,3.9
1977.0,,Houdaille Industries,332.8,24.8
1977.0,,Armstrong Rubber,329.4,8.6
1977.0,,Peabody International,328.0,12.8
1977.0,,Hoover Universal,327.9,18.1
1977.0,,Foxboro,327.7,27.4
1978.0,,General Motors,54961.3,3337.5
1978.0,,Exxon Mobil,54126.2,2423.0
1978.0,,Ford Motor,37841.5,1672.8
1978.0,,Mobil,32125.8,1004.7
1978.0,,Texaco,27920.5,930.8
1978.0,,ChevronTexaco,20917.3,1016.4
1978.0,,Intl. Business Machines,18133.2,2719.4
1978.0,,Gulf Oil,17840.0,752.0
1978.0,,General Electric,17518.6,1088.2
1978.0,,Chrysler,16708.3,163.2
1978.0,,ITT Industries,13145.7,550.7
1978.0,,Amoco,13019.9,1011.6
1978.0,,Atlantic Richfield,10969.1,701.5
1978.0,,Shell Oil,10112.1,735.1
1978.0,,U.S. Steel,9609.9,137.9
1978.0,,DuPont,9434.8,545.1
1978.0,,Conoco,8700.3,380.6
1978.0,,AT&T Technologies,8134.6,490.1
1978.0,,Tenneco Automotive,7440.3,426.9
1978.0,,Procter & Gamble,7284.3,461.5
1978.0,,Union Carbide,7036.1,385.1
1978.0,,Goodyear Tire & Rubber,6627.8,205.8
1978.0,,Sunoco,6418.1,361.9
1978.0,,ConocoPhillips,6284.2,516.9
1978.0,,Dow Chemical,6234.3,555.7
1978.0,,CBS,6137.7,250.8
1978.0,,Occidental Petroleum,6006.0,217.9
1978.0,,Navistar International,5975.1,203.7
1978.0,,Eastman Kodak,5967.0,643.4
1978.0,,RCA,5880.9,247.0
1978.0,,Rockwell Automation,5858.7,144.1
1978.0,,Caterpillar,5848.9,445.1
1978.0,,Unocal,5668.5,334.2
1978.0,,United Technologies,5550.7,196.0
1978.0,,Bethlehem Steel,5370.0,-448.2
1978.0,,Beatrice,5288.6,182.6
1978.0,,Esmark,5280.2,67.0
1978.0,,Kraft,5238.8,154.1
1978.0,,Xerox,5076.9,406.6
1978.0,,General Foods,4909.7,177.3
1978.0,,Nabisco Group Holdings,4816.0,423.5
1978.0,,Ashland,4785.6,164.3
1978.0,,LTV,4703.3,-38.7
1978.0,,Monsanto,4594.5,275.6
1978.0,,Amerada Hess,4591.3,178.9
1978.0,,Firestone Tire & Rubber,4426.9,110.2
1978.0,,Citgo Petroleum,4388.2,210.2
1978.0,,Marathon Oil,4252.0,197.0
1978.0,,Boeing,4018.8,180.3
1978.0,,3M,3980.3,412.9
1978.0,,Sealed Air,3976.2,140.5
1978.0,,Altria Group,3849.5,334.9
1978.0,,Greyhound,3841.5,82.5
1978.0,,Colgate-Palmolive,3837.2,160.5
1978.0,,Ralston Purina,3756.3,142.7
1978.0,,Georgia-Pacific,3675.0,262.0
1978.0,,International Paper,3668.9,233.7
1978.0,,Continental Group,3660.9,143.8
1978.0,,Gulf & Western Industries,3643.0,150.3
1978.0,,Deere,3604.0,255.6
1978.0,,Coca-Cola,3559.9,326.2
1978.0,,ARMCO,3549.2,119.8
1978.0,,PepsiCo,3545.7,187.3
1978.0,,McDonnell Douglas,3544.8,123.0
1978.0,,American Can,3538.6,114.0
1978.0,,BP America,3523.2,181.1
1978.0,,Borden Chemical,3481.3,126.9
1978.0,,Champion International,3442.3,138.6
1978.0,,Litton Industries,3440.5,55.9
1978.0,,Alcoa,3416.5,195.2
1978.0,,Lockheed Martin,3372.8,55.4
1978.0,,Getty Oil,3319.4,309.1
1978.0,,Bendix,3283.2,118.1
1978.0,,Weyerhaeuser,3282.8,303.9
1978.0,,Sperry,3270.0,156.8
1978.0,,TRW,3263.9,154.2
1978.0,,National Intergroup,3138.9,60.1
1978.0,,Farmland Industries,3016.4,
1978.0,,Signal Companies,2964.4,101.5
1978.0,,Honeywell Intl.,2922.8,135.3
1978.0,,Johnson & Johnson,2914.1,247.3
1978.0,,Honeywell,2911.1,145.1
1978.0,,General Mills,2909.4,117.0
1978.0,,Republic Steel,2909.4,41.0
1978.0,,General Dynamics,2901.2,103.4
1978.0,,Fortune Brands,2892.0,157.8
1978.0,,Sara Lee,2891.9,88.1
1978.0,,Bestfoods,2869.8,132.9
1978.0,,Raytheon,2818.3,113.2
1978.0,,Textron,2802.2,136.9
1978.0,,CBS,2776.3,182.0
1978.0,,Owens-Illinois,2767.3,91.3
1978.0,,Wyeth,2685.1,306.2
1978.0,,Ryerson Tull,2681.6,87.8
1978.0,,Uniroyal,2581.9,34.8
1978.0,,Warner-Lambert,2542.7,187.6
1978.0,,Dresser Industries,2538.8,185.1
1978.0,,NCR,2521.6,143.6
1978.0,,PPG Industries,2505.8,91.7
1978.0,,Chiquita Brands Intl.,2421.9,7.5
1978.0,,American Cyanamid,2412.3,139.4
1978.0,,Burlington Industries Equity,2388.2,89.9
1978.0,,FMC,2373.2,120.6
1978.0,,Reynolds Metals,2352.8,86.3
1978.0,,Carnation,2334.7,109.1
1978.0,,Celanese,2320.0,70.0
1978.0,,OfficeMax,2315.8,115.6
1978.0,,Crown Zellerbach,2307.2,109.2
1978.0,,Singer,2294.3,94.2
1978.0,,American Motors,2236.9,8.3
1978.0,,Goodrich,2222.5,60.1
1978.0,,Teledyne,2209.7,194.1
1978.0,,Bristol-Myers Squibb,2191.4,174.3
1978.0,,Kaisertech,2179.6,112.1
1978.0,,Central Soya,2177.4,12.4
1978.0,,Kerr-McGee,2164.8,119.2
1978.0,,Standard Brands,2124.3,68.6
1978.0,,Nabisco Brands,2117.6,78.0
1978.0,,Archer Daniels Midland,2114.2,61.4
1978.0,,Ingersoll-Rand,2112.8,117.7
1978.0,,Eaton,2110.9,106.3
1978.0,,GenCorp,2110.1,116.0
1978.0,,Unisys,2090.8,215.2
1978.0,,Texas Instruments,2046.5,116.6
1978.0,,Combustion Engineering,2044.8,67.2
1978.0,,Pfizer,2031.9,175.4
1978.0,,BorgWarner,2031.9,104.0
1978.0,,Iowa Beef Processors,2023.8,30.0
1978.0,,St. Regis,1996.3,106.8
1978.0,,Whirlpool,1936.6,109.8
1978.0,,North American Philips,1916.8,63.7
1978.0,,Babcock & Wilcox,1877.2,61.8
1978.0,,Fruit of the Loom,1876.5,129.4
1978.0,,Whitman,1873.3,78.5
1978.0,,H.J. Heinz,1868.8,83.8
1978.0,,Anheuser-Busch,1838.0,91.9
1978.0,,Motorola,1833.9,106.3
1978.0,,Mead,1821.8,98.0
1978.0,,Emerson Electric,1809.2,142.1
1978.0,,Fruehauf,1796.9,61.0
1978.0,,Dana,1793.9,107.8
1978.0,,American Standard,1792.2,100.8
1978.0,,Campbell Soup,1769.1,107.1
1978.0,,Lykes,1766.6,-189.7
1978.0,,Norton Simon,1757.0,101.8
